ASV	domain	phylum	class	order	family	genus	species
ASV_717	Bacteria	NA	NA	NA	NA	NA	NA
ASV_718	Bacteria	NA	NA	NA	NA	NA	NA
ASV_719	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	NA	NA
ASV_720	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2856	NA
ASV_721	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_723	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
ASV_725	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_726	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_727	Bacteria	NA	NA	NA	NA	NA	NA
ASV_729	Bacteria	NA	NA	NA	NA	NA	NA
ASV_730	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	NA
ASV_731	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_732	Bacteria	NA	NA	NA	NA	NA	NA
ASV_733	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_734	Bacteria	NA	NA	NA	NA	NA	NA
ASV_735	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ASV_736	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	NA
ASV_737	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_H	NA
ASV_738	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-45	NA
ASV_739	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	NA
ASV_742	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_743	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	NA
ASV_744	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	NA
ASV_745	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	NA
ASV_746	Bacteria	NA	NA	NA	NA	NA	NA
ASV_747	Bacteria	NA	NA	NA	NA	NA	NA
ASV_748	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_749	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA
ASV_750	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_752	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	NA
ASV_753	Bacteria	NA	NA	NA	NA	NA	NA
ASV_755	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_756	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_757	Bacteria	NA	NA	NA	NA	NA	NA
ASV_759	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	NA
ASV_760	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	992a	NA
ASV_761	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_762	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA
ASV_763	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
ASV_765	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_766	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_767	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Eubacterium_T	NA
ASV_768	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_769	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
ASV_770	Bacteria	NA	NA	NA	NA	NA	NA
ASV_771	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	NA	NA
ASV_772	Bacteria	NA	NA	NA	NA	NA	NA
ASV_774	Bacteria	NA	NA	NA	NA	NA	NA
ASV_776	Bacteria	NA	NA	NA	NA	NA	NA
ASV_777	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_778	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_779	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	NA
ASV_780	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	NA
ASV_781	Bacteria	NA	NA	NA	NA	NA	NA
ASV_782	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	NA
ASV_783	Bacteria	NA	NA	NA	NA	NA	NA
ASV_784	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_785	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV_786	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	NA	NA
ASV_787	Bacteria	NA	NA	NA	NA	NA	NA
ASV_789	Bacteria	NA	NA	NA	NA	NA	NA
ASV_790	Bacteria	NA	NA	NA	NA	NA	NA
ASV_791	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-465	CAG-465	NA
ASV_792	Bacteria	NA	NA	NA	NA	NA	NA
ASV_793	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	NA
ASV_794	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria_genus_incertae_sedis	NA
ASV_795	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Dermabacteraceae	Brachybacterium	NA
ASV_796	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA
ASV_797	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_798	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
ASV_799	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	NA
ASV_800	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA
ASV_801	Bacteria	NA	NA	NA	NA	NA	NA
ASV_802	Bacteria	NA	NA	NA	NA	NA	NA
ASV_803	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	NA	NA
ASV_804	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_805	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_806	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_807	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994	NA
ASV_808	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_810	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_E	NA
ASV_811	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	NA	NA
ASV_812	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	RUG410	NA
ASV_814	Bacteria	NA	NA	NA	NA	NA	NA
ASV_816	Bacteria	NA	NA	NA	NA	NA	NA
ASV_818	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_819	Bacteria	NA	NA	NA	NA	NA	NA
ASV_820	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	UBA2810	NA
ASV_821	Bacteria	NA	NA	NA	NA	NA	NA
ASV_823	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	NA
ASV_824	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_825	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7160	NA
ASV_826	Bacteria	NA	NA	NA	NA	NA	NA
ASV_827	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	NA
ASV_828	Bacteria	NA	NA	NA	NA	NA	NA
ASV_829	Bacteria	NA	NA	NA	NA	NA	NA
ASV_830	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Salinisphaeraceae	Salinisphaera_A	NA
ASV_831	Bacteria	NA	NA	NA	NA	NA	NA
ASV_832	Bacteria	NA	NA	NA	NA	NA	NA
ASV_833	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_834	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-791	NA
ASV_835	Bacteria	NA	NA	NA	NA	NA	NA
ASV_836	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	NA
ASV_837	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	NA	NA
ASV_838	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Eubacterium_T	NA
ASV_839	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_840	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_841	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_842	Bacteria	NA	NA	NA	NA	NA	NA
ASV_843	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_844	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_845	Bacteria	NA	NA	NA	NA	NA	NA
ASV_846	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_847	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	NA
ASV_848	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	NA
ASV_849	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_850	Bacteria	NA	NA	NA	NA	NA	NA
ASV_852	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA
ASV_853	Bacteria	NA	NA	NA	NA	NA	NA
ASV_854	Bacteria	NA	NA	NA	NA	NA	NA
ASV_855	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_856	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-791	NA
ASV_857	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	NA
ASV_858	Bacteria	NA	NA	NA	NA	NA	NA
ASV_859	Bacteria	NA	NA	NA	NA	NA	NA
ASV_860	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_861	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	NA	NA
ASV_862	Bacteria	NA	NA	NA	NA	NA	NA
ASV_863	Bacteria	NA	NA	NA	NA	NA	NA
ASV_864	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	NA
ASV_865	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	NA
ASV_867	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	SFDB01	NA
ASV_868	Bacteria	NA	NA	NA	NA	NA	NA
ASV_869	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_870	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_872	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_873	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	NA
ASV_874	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_875	Bacteria	NA	NA	NA	NA	NA	NA
ASV_876	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_877	Bacteria	NA	NA	NA	NA	NA	NA
ASV_880	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_881	Bacteria	NA	NA	NA	NA	NA	NA
ASV_882	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV_883	Bacteria	NA	NA	NA	NA	NA	NA
ASV_884	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_885	Bacteria	NA	NA	NA	NA	NA	NA
ASV_886	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	NA
ASV_887	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	NA
ASV_888	Bacteria	NA	NA	NA	NA	NA	NA
ASV_889	Bacteria	NA	NA	NA	NA	NA	NA
ASV_890	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_891	Bacteria	NA	NA	NA	NA	NA	NA
ASV_892	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_894	Bacteria	NA	NA	NA	NA	NA	NA
ASV_896	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_897	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_898	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	NA
ASV_899	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA
ASV_900	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	UBA1436	NA
ASV_901	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_902	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_903	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA1777	NA
ASV_904	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_905	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
ASV_907	Bacteria	Firmicutes	Bacilli	RF39	UBA660	NA	NA
ASV_908	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_909	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
ASV_911	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter_A	NA
ASV_912	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_913	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	992a	NA
ASV_914	Bacteria	NA	NA	NA	NA	NA	NA
ASV_916	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_917	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_919	Bacteria	NA	NA	NA	NA	NA	NA
ASV_920	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	NA
ASV_921	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_922	Bacteria	NA	NA	NA	NA	NA	NA
ASV_923	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	NA
ASV_924	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	NA
ASV_925	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	NA
ASV_926	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_927	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	NA
ASV_929	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_930	Bacteria	NA	NA	NA	NA	NA	NA
ASV_931	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_932	Bacteria	Verrucomicrobiota	Kiritimatiellae	RFP12	UBA1067	W1P29-020	NA
ASV_935	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
ASV_936	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_937	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_938	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
ASV_939	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Dermabacteraceae	Brachybacterium	NA
ASV_940	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	NA
ASV_941	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_942	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA
ASV_943	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_944	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absicoccus	NA
ASV_945	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
ASV_946	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
ASV_947	Bacteria	NA	NA	NA	NA	NA	NA
ASV_948	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	NA
ASV_949	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_950	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV_951	Bacteria	NA	NA	NA	NA	NA	NA
ASV_952	Bacteria	NA	NA	NA	NA	NA	NA
ASV_953	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA
ASV_954	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA
ASV_955	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	CAG-307	NA
ASV_956	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I	NA
ASV_959	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	NA	NA
ASV_960	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_962	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_963	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-605	NA
ASV_965	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_966	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
ASV_967	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_969	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_970	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_971	Bacteria	NA	NA	NA	NA	NA	NA
ASV_972	Bacteria	NA	NA	NA	NA	NA	NA
ASV_973	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_974	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Allisonella	NA
ASV_976	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mobilibacterium	NA
ASV_977	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_978	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_980	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_981	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_982	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosacchariphilus	NA
ASV_983	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	NA
ASV_984	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	NA
ASV_985	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	NA
ASV_986	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	NA
ASV_987	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_988	Bacteria	NA	NA	NA	NA	NA	NA
ASV_989	Bacteria	NA	NA	NA	NA	NA	NA
ASV_990	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_991	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_992	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
ASV_993	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
ASV_994	Bacteria	NA	NA	NA	NA	NA	NA
ASV_997	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_998	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_999	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
ASV_1000	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	NA	NA
ASV_1001	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	NA
ASV_1002	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	NA
ASV_1003	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1004	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1005	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1006	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1007	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1008	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
ASV_1009	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1010	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_1011	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	NA
ASV_1013	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1014	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_1015	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV_1016	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA
ASV_1017	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1020	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1021	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1022	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	NA
ASV_1023	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1024	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1025	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	NA
ASV_1026	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1027	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	NA	NA
ASV_1030	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
ASV_1031	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	NA
ASV_1032	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1033	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1034	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA1777	NA
ASV_1035	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	NA	NA
ASV_1036	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1037	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1038	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_1039	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1040	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1042	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
ASV_1043	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
ASV_1045	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1046	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1047	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	NA
ASV_1048	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	RUG410	NA
ASV_1049	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
ASV_1050	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-465	CAG-465	NA
ASV_1051	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_1052	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1053	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_1054	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	NA
ASV_1055	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_1056	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_1057	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA
ASV_1058	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_1059	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1060	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	RUG410	NA
